"Region"	"RegionUID"	"OperatingUnit"	"OperatingUnitUID"	"CountryName"	"SNU1"	"SNU1Uid"	"PSNU"	"PSNUuid"	"SNUPrioritization"	"typeMilitary"	"MechanismUID"	"PrimePartner"	"FundingAgency"	"MechanismID"	"ImplementingMechanismName"	"dataElementUID"	"indicator"	"numeratorDenom"	"indicatorType"	"disaggregate"	"standardizedDisaggregate"	"categoryOptionComboUID"	"categoryOptionComboName"	"AgeAsEntered"	"AgeFine"	"AgeSemiFine"	"AgeCoarse"	"Sex"	"resultStatus"	"otherDisaggregate"	"coarseDisaggregate"	"modality"	"isMCAD"	"FY2017_TARGETS"	"FY2017Q1"	"FY2017Q2"	"FY2017Q3"	"FY2017Q4"	"FY2017APR"	"FY2018_TARGETS"	"FY2018Q1"	"FY2018Q2"	"FY2019_TARGETS"
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"Beyond the Wall"	"aX3wAObetsr"	"Beyond the Wall"	"aX3wAObetsr"	"4 - Sustained"	NA	NA	"Great Houses"	"HHS/CDC"	80009	"Great Houses"	"GNo9UtaeaYK"	"HRH_CURR_ManagementCadre"	"N"	"DSD"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"Beyond the Wall"	"aX3wAObetsr"	"Beyond the Wall"	"aX3wAObetsr"	"4 - Sustained"	NA	NA	"Great Houses"	"HHS/CDC"	80009	"Great Houses"	"oKKcW6SZiR1"	"HRH_CURR_OtherCadre"	"N"	"DSD"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N"	NA	NA	NA	NA	10	10	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"Beyond the Wall"	"aX3wAObetsr"	"Beyond the Wall"	"aX3wAObetsr"	"4 - Sustained"	NA	NA	"Great Houses"	"HHS/CDC"	80009	"Great Houses"	"dkPSsG6LjSa"	"HRH_CURR_SiteLevel"	"N"	"DSD"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N"	NA	NA	NA	NA	30	30	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"Beyond the Wall"	"aX3wAObetsr"	"Beyond the Wall"	"aX3wAObetsr"	"4 - Sustained"	NA	NA	"Great Houses"	"HHS/CDC"	80009	"Great Houses"	"yuz4ytM3wej"	"HRH_CURR_Social_ServiceCadre"	"N"	"DSD"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"Beyond the Wall"	"aX3wAObetsr"	"Beyond the Wall"	"aX3wAObetsr"	"4 - Sustained"	NA	NA	"Great Houses"	"HHS/CDC"	80009	"Great Houses"	"Jw2iUqTtLZt"	"HRH_STAFF"	"N"	"Not Applicable"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N"	NA	NA	NA	NA	70	70	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"Beyond the Wall"	"aX3wAObetsr"	"Beyond the Wall"	"aX3wAObetsr"	"4 - Sustained"	NA	NA	"Great Houses"	"HHS/CDC"	80009	"Great Houses"	"K6f6jR0NOcZ"	"HTS_TST"	"N"	"DSD"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N"	NA	NA	NA	"490"	1200	1690	NA	620	1180	""
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"Beyond the Wall"	"aX3wAObetsr"	"Beyond the Wall"	"aX3wAObetsr"	"4 - Sustained"	NA	NA	"Great Houses"	"HHS/CDC"	80009	"Great Houses"	"NUdcIMK4Peq"	"HTS_TST"	"N"	"DSD"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	790	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"Beyond the Wall"	"aX3wAObetsr"	"Beyond the Wall"	"aX3wAObetsr"	"4 - Sustained"	NA	NA	"Great Houses"	"HHS/CDC"	80009	"Great Houses"	"zaZ16DjMSVO"	"HTS_TST_NEG"	"N"	"DSD"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	720	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"Beyond the Wall"	"aX3wAObetsr"	"Beyond the Wall"	"aX3wAObetsr"	"4 - Sustained"	NA	NA	"Great Houses"	"HHS/CDC"	80009	"Great Houses"	"ZYV25kXUmeY"	"HTS_TST_NEG"	"N"	"DSD"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N"	NA	NA	NA	"460"	1170	1630	NA	590	1140	""
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"Beyond the Wall"	"aX3wAObetsr"	"Beyond the Wall"	"aX3wAObetsr"	"4 - Sustained"	NA	NA	"Great Houses"	"HHS/CDC"	80009	"Great Houses"	"yuKuQmSdgDo"	"HTS_TST_POS"	"N"	"DSD"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	"Positive"	NA	NA	NA	"N"	NA	NA	NA	"30"	30	60	NA	30	40	""
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"Beyond the Wall"	"aX3wAObetsr"	"Beyond the Wall"	"aX3wAObetsr"	"4 - Sustained"	NA	NA	"Great Houses"	"HHS/CDC"	80009	"Great Houses"	"h1FiCN6ngKH"	"HTS_TST_POS"	"N"	"DSD"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	"Positive"	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	80	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"Beyond the Wall"	"aX3wAObetsr"	"Beyond the Wall"	"aX3wAObetsr"	"4 - Sustained"	NA	NA	"Great Houses"	"HHS/CDC"	80009	"Great Houses"	"dOXKETYsmh6"	"KP_PREV"	"N"	"DSD"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"Beyond the Wall"	"aX3wAObetsr"	"Beyond the Wall"	"aX3wAObetsr"	"4 - Sustained"	NA	NA	"Great Houses"	"HHS/CDC"	80009	"Great Houses"	"rt42RHCjuoD"	"LAB_PTCQI_CD4_CQI"	"N"	"Not Applicable"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N"	NA	NA	NA	NA	10	10	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"Beyond the Wall"	"aX3wAObetsr"	"Beyond the Wall"	"aX3wAObetsr"	"4 - Sustained"	NA	NA	"Great Houses"	"HHS/CDC"	80009	"Great Houses"	"GFf4UEuNxrz"	"LAB_PTCQI_CD4_POCT_CQI"	"N"	"Not Applicable"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"Beyond the Wall"	"aX3wAObetsr"	"Beyond the Wall"	"aX3wAObetsr"	"4 - Sustained"	NA	NA	"Great Houses"	"HHS/CDC"	80009	"Great Houses"	"w3ULaY2EJOe"	"LAB_PTCQI_CD4_POCT_PT"	"N"	"Not Applicable"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"Beyond the Wall"	"aX3wAObetsr"	"Beyond the Wall"	"aX3wAObetsr"	"4 - Sustained"	NA	NA	"Great Houses"	"HHS/CDC"	80009	"Great Houses"	"Y2TfvpJTxgL"	"LAB_PTCQI_CD4_PT"	"N"	"Not Applicable"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N"	NA	NA	NA	NA	10	10	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"Beyond the Wall"	"aX3wAObetsr"	"Beyond the Wall"	"aX3wAObetsr"	"4 - Sustained"	NA	NA	"Great Houses"	"HHS/CDC"	80009	"Great Houses"	"dDGgrvxP3mm"	"LAB_PTCQI_HIV_IVT_EID_CQI"	"N"	"Not Applicable"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"Beyond the Wall"	"aX3wAObetsr"	"Beyond the Wall"	"aX3wAObetsr"	"4 - Sustained"	NA	NA	"Great Houses"	"HHS/CDC"	80009	"Great Houses"	"BwOoGDgaR3H"	"LAB_PTCQI_HIV_IVT_EID_POCT_CQI"	"N"	"Not Applicable"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"Beyond the Wall"	"aX3wAObetsr"	"Beyond the Wall"	"aX3wAObetsr"	"4 - Sustained"	NA	NA	"Great Houses"	"HHS/CDC"	80009	"Great Houses"	"VyU6UQgpGCz"	"LAB_PTCQI_HIV_IVT_EID_POCT_PT"	"N"	"Not Applicable"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"Beyond the Wall"	"aX3wAObetsr"	"Beyond the Wall"	"aX3wAObetsr"	"4 - Sustained"	NA	NA	"Great Houses"	"HHS/CDC"	80009	"Great Houses"	"A1UAKOeyxyY"	"LAB_PTCQI_HIV_IVT_EID_PT"	"N"	"Not Applicable"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"Beyond the Wall"	"aX3wAObetsr"	"Beyond the Wall"	"aX3wAObetsr"	"4 - Sustained"	NA	NA	"Great Houses"	"HHS/CDC"	80009	"Great Houses"	"IDOfvhEaBp4"	"LAB_PTCQI_HIV_SerologyDiagnostic_CQI"	"N"	"Not Applicable"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N"	NA	NA	NA	NA	10	10	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"Beyond the Wall"	"aX3wAObetsr"	"Beyond the Wall"	"aX3wAObetsr"	"4 - Sustained"	NA	NA	"Great Houses"	"HHS/CDC"	80009	"Great Houses"	"gkU4WdUxzWz"	"LAB_PTCQI_HIV_SerologyDiagnostic_POCT_CQI"	"N"	"Not Applicable"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N"	NA	NA	NA	NA	10	10	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"Beyond the Wall"	"aX3wAObetsr"	"Beyond the Wall"	"aX3wAObetsr"	"4 - Sustained"	NA	NA	"Great Houses"	"HHS/CDC"	80009	"Great Houses"	"MuZuLaJykIm"	"LAB_PTCQI_HIV_SerologyDiagnostic_POCT_PT"	"N"	"Not Applicable"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N"	NA	NA	NA	NA	10	10	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"Beyond the Wall"	"aX3wAObetsr"	"Beyond the Wall"	"aX3wAObetsr"	"4 - Sustained"	NA	NA	"Great Houses"	"HHS/CDC"	80009	"Great Houses"	"XIAxm0nkuA8"	"LAB_PTCQI_HIV_SerologyDiagnostic_PT"	"N"	"Not Applicable"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N"	NA	NA	NA	NA	10	10	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"Beyond the Wall"	"aX3wAObetsr"	"Beyond the Wall"	"aX3wAObetsr"	"4 - Sustained"	NA	NA	"Great Houses"	"HHS/CDC"	80009	"Great Houses"	"yuBTvYF4kgI"	"LAB_PTCQI_HIV_Viral_Load_CQI"	"N"	"Not Applicable"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"Beyond the Wall"	"aX3wAObetsr"	"Beyond the Wall"	"aX3wAObetsr"	"4 - Sustained"	NA	NA	"Great Houses"	"HHS/CDC"	80009	"Great Houses"	"xvplgkCIneJ"	"LAB_PTCQI_HIV_Viral_Load_POCT_CQI"	"N"	"Not Applicable"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"Beyond the Wall"	"aX3wAObetsr"	"Beyond the Wall"	"aX3wAObetsr"	"4 - Sustained"	NA	NA	"Great Houses"	"HHS/CDC"	80009	"Great Houses"	"Oe7zC8Vvw7v"	"LAB_PTCQI_HIV_Viral_Load_POCT_PT"	"N"	"Not Applicable"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"Beyond the Wall"	"aX3wAObetsr"	"Beyond the Wall"	"aX3wAObetsr"	"4 - Sustained"	NA	NA	"Great Houses"	"HHS/CDC"	80009	"Great Houses"	"F41b1zmJi7w"	"LAB_PTCQI_HIV_Viral_Load_PT"	"N"	"Not Applicable"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"Beyond the Wall"	"aX3wAObetsr"	"Beyond the Wall"	"aX3wAObetsr"	"4 - Sustained"	NA	NA	"Great Houses"	"HHS/CDC"	80009	"Great Houses"	"e1zWNUE6cx7"	"LAB_PTCQI_Other_Testing_CQI"	"N"	"Not Applicable"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N"	NA	NA	NA	NA	10	10	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"Beyond the Wall"	"aX3wAObetsr"	"Beyond the Wall"	"aX3wAObetsr"	"4 - Sustained"	NA	NA	"Great Houses"	"HHS/CDC"	80009	"Great Houses"	"XEgQgWK9nLW"	"LAB_PTCQI_Other_Testing_POCT_CQI"	"N"	"Not Applicable"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"Beyond the Wall"	"aX3wAObetsr"	"Beyond the Wall"	"aX3wAObetsr"	"4 - Sustained"	NA	NA	"Great Houses"	"HHS/CDC"	80009	"Great Houses"	"FQr3QXucwtF"	"LAB_PTCQI_Other_Testing_POCT_PT"	"N"	"Not Applicable"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"Beyond the Wall"	"aX3wAObetsr"	"Beyond the Wall"	"aX3wAObetsr"	"4 - Sustained"	NA	NA	"Great Houses"	"HHS/CDC"	80009	"Great Houses"	"JDHfzGRytfH"	"LAB_PTCQI_Other_Testing_PT"	"N"	"Not Applicable"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N"	NA	NA	NA	NA	10	10	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"Beyond the Wall"	"aX3wAObetsr"	"Beyond the Wall"	"aX3wAObetsr"	"4 - Sustained"	NA	NA	"Great Houses"	"HHS/CDC"	80009	"Great Houses"	"sqEj0fVWEpT"	"LAB_PTCQI_TB_AFB_CQI"	"N"	"Not Applicable"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N"	NA	NA	NA	NA	10	10	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"Beyond the Wall"	"aX3wAObetsr"	"Beyond the Wall"	"aX3wAObetsr"	"4 - Sustained"	NA	NA	"Great Houses"	"HHS/CDC"	80009	"Great Houses"	"H3Nn08MKdN7"	"LAB_PTCQI_TB_AFB_POCT_CQI"	"N"	"Not Applicable"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"Beyond the Wall"	"aX3wAObetsr"	"Beyond the Wall"	"aX3wAObetsr"	"4 - Sustained"	NA	NA	"Great Houses"	"HHS/CDC"	80009	"Great Houses"	"nDIppfpmwpl"	"LAB_PTCQI_TB_AFB_POCT_PT"	"N"	"Not Applicable"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"Beyond the Wall"	"aX3wAObetsr"	"Beyond the Wall"	"aX3wAObetsr"	"4 - Sustained"	NA	NA	"Great Houses"	"HHS/CDC"	80009	"Great Houses"	"v9hTOuIbV9B"	"LAB_PTCQI_TB_AFB_PT"	"N"	"Not Applicable"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N"	NA	NA	NA	NA	10	10	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"Beyond the Wall"	"aX3wAObetsr"	"Beyond the Wall"	"aX3wAObetsr"	"4 - Sustained"	NA	NA	"Great Houses"	"HHS/CDC"	80009	"Great Houses"	"gLk4hfppz0X"	"LAB_PTCQI_TB_Culture_CQI"	"N"	"Not Applicable"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"Beyond the Wall"	"aX3wAObetsr"	"Beyond the Wall"	"aX3wAObetsr"	"4 - Sustained"	NA	NA	"Great Houses"	"HHS/CDC"	80009	"Great Houses"	"xcAT90jQv44"	"LAB_PTCQI_TB_Culture_PT"	"N"	"Not Applicable"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"Beyond the Wall"	"aX3wAObetsr"	"Beyond the Wall"	"aX3wAObetsr"	"4 - Sustained"	NA	NA	"Great Houses"	"HHS/CDC"	80009	"Great Houses"	"x4CbNAsGvDo"	"LAB_PTCQI_TB_Xpert_CQI"	"N"	"Not Applicable"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"Beyond the Wall"	"aX3wAObetsr"	"Beyond the Wall"	"aX3wAObetsr"	"4 - Sustained"	NA	NA	"Great Houses"	"HHS/CDC"	80009	"Great Houses"	"MLhgkmknvrF"	"LAB_PTCQI_TB_Xpert_POCT_CQI"	"N"	"Not Applicable"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"Beyond the Wall"	"aX3wAObetsr"	"Beyond the Wall"	"aX3wAObetsr"	"4 - Sustained"	NA	NA	"Great Houses"	"HHS/CDC"	80009	"Great Houses"	"PstRwVY12y0"	"LAB_PTCQI_TB_Xpert_POCT_PT"	"N"	"Not Applicable"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"Beyond the Wall"	"aX3wAObetsr"	"Beyond the Wall"	"aX3wAObetsr"	"4 - Sustained"	NA	NA	"Great Houses"	"HHS/CDC"	80009	"Great Houses"	"eXhVGuNAE9y"	"LAB_PTCQI_TB_Xpert_PT"	"N"	"Not Applicable"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"Beyond the Wall"	"aX3wAObetsr"	"Beyond the Wall"	"aX3wAObetsr"	"4 - Sustained"	NA	NA	"Great Houses"	"HHS/CDC"	80009	"Great Houses"	"Ogdhs4BW4ts"	"OVC_HIVSTAT"	"N"	"DSD"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"Beyond the Wall"	"aX3wAObetsr"	"Beyond the Wall"	"aX3wAObetsr"	"4 - Sustained"	NA	NA	"Great Houses"	"HHS/CDC"	80009	"Great Houses"	"zsEd202kAqo"	"OVC_HIVSTAT_NEG"	"N"	"DSD"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"Beyond the Wall"	"aX3wAObetsr"	"Beyond the Wall"	"aX3wAObetsr"	"4 - Sustained"	NA	NA	"Great Houses"	"HHS/CDC"	80009	"Great Houses"	"NuiOG06KQvh"	"OVC_HIVSTAT_POS"	"N"	"DSD"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"Beyond the Wall"	"aX3wAObetsr"	"Beyond the Wall"	"aX3wAObetsr"	"4 - Sustained"	NA	NA	"Great Houses"	"HHS/CDC"	80009	"Great Houses"	"w6i6wx5EJNb"	"PMTCT_ART"	"N"	"DSD"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	10	10	""
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"Beyond the Wall"	"aX3wAObetsr"	"Beyond the Wall"	"aX3wAObetsr"	"4 - Sustained"	NA	NA	"Great Houses"	"HHS/CDC"	80009	"Great Houses"	"cSKl3bt5lds"	"PMTCT_ART"	"N"	"DSD"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	10	NA	NA	""
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"Beyond the Wall"	"aX3wAObetsr"	"Beyond the Wall"	"aX3wAObetsr"	"4 - Sustained"	NA	NA	"Great Houses"	"HHS/CDC"	80009	"Great Houses"	"DX5MVfk5zlV"	"PMTCT_EID"	"N"	"DSD"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	"<15"	NA	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	10	NA	NA	""
