"Region"	"RegionUID"	"OperatingUnit"	"OperatingUnitUID"	"CountryName"	"SNU1"	"SNU1Uid"	"PSNU"	"PSNUuid"	"SNUPrioritization"	"typeMilitary"	"MechanismUID"	"PrimePartner"	"FundingAgency"	"MechanismID"	"ImplementingMechanismName"	"dataElementUID"	"indicator"	"numeratorDenom"	"indicatorType"	"disaggregate"	"standardizedDisaggregate"	"categoryOptionComboUID"	"categoryOptionComboName"	"AgeAsEntered"	"AgeFine"	"AgeSemiFine"	"AgeCoarse"	"Sex"	"resultStatus"	"otherDisaggregate"	"coarseDisaggregate"	"modality"	"isMCAD"	"FY2017_TARGETS"	"FY2017Q1"	"FY2017Q2"	"FY2017Q3"	"FY2017Q4"	"FY2017APR"	"FY2018_TARGETS"	"FY2018Q1"	"FY2018Q2"
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The Crownlands"	"QLTF4vsVGXO"	"The Crownlands"	"QLTF4vsVGXO"	"2 - Scale-Up: Aggressive"	NA	NA	"Red Priests"	"USAID"	80005	"Red Priests"	"faUXvDQymMY"	"PP_PREV"	"N"	"DSD"	"Age/Sex"	"Age/Sex"	"TD470dZkqYB"	"20-24, Female"	"20-24"	"20-24"	"20-24"	"15+"	"Female"	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The Crownlands"	"QLTF4vsVGXO"	"The Crownlands"	"QLTF4vsVGXO"	"2 - Scale-Up: Aggressive"	NA	NA	"Red Priests"	"USAID"	80005	"Red Priests"	"aAcv9P7LZiw"	"PP_PREV"	"N"	"DSD"	"Age/Sex"	"Age/Sex"	"yw9GUXoArfi"	"25-49, Male"	"25-49"	"Incompatible Age Entered"	"25-49"	"15+"	"Male"	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	90	NA	NA
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The Crownlands"	"QLTF4vsVGXO"	"The Crownlands"	"QLTF4vsVGXO"	"2 - Scale-Up: Aggressive"	NA	NA	"Red Priests"	"USAID"	80005	"Red Priests"	"aAcv9P7LZiw"	"PP_PREV"	"N"	"DSD"	"Age/Sex"	"Age/Sex"	"vJVGpyDiQIE"	"10-14, Female"	"10-14"	"10-14"	"10-14"	"<15"	"Female"	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The Crownlands"	"QLTF4vsVGXO"	"The Crownlands"	"QLTF4vsVGXO"	"2 - Scale-Up: Aggressive"	NA	NA	"Red Priests"	"USAID"	80005	"Red Priests"	"faUXvDQymMY"	"PP_PREV"	"N"	"DSD"	"Age/Sex"	"Age/Sex"	"J8e8o9qUCqo"	"40-49, Male"	"40-49"	"40-49"	"25-49"	"15+"	"Male"	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	10
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The Crownlands"	"QLTF4vsVGXO"	"The Crownlands"	"QLTF4vsVGXO"	"2 - Scale-Up: Aggressive"	NA	NA	"Red Priests"	"USAID"	80005	"Red Priests"	"faUXvDQymMY"	"PP_PREV"	"N"	"DSD"	"Age/Sex"	"Age/Sex"	"ucZlJGVOIB4"	"20-24, Male"	"20-24"	"20-24"	"20-24"	"15+"	"Male"	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	10
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The Crownlands"	"QLTF4vsVGXO"	"The Crownlands"	"QLTF4vsVGXO"	"2 - Scale-Up: Aggressive"	NA	NA	"Red Priests"	"USAID"	80005	"Red Priests"	"faUXvDQymMY"	"PP_PREV"	"N"	"DSD"	"Age/Sex"	"Age/Sex"	"yaf5nQNKxxm"	"35-39, Male"	"35-39"	"35-39"	"25-49"	"15+"	"Male"	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	10
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The Crownlands"	"QLTF4vsVGXO"	"The Crownlands"	"QLTF4vsVGXO"	"2 - Scale-Up: Aggressive"	NA	NA	"Red Priests"	"USAID"	80005	"Red Priests"	"faUXvDQymMY"	"PP_PREV"	"N"	"DSD"	"Age/Sex"	"Age/Sex"	"gZjd20U5Mlu"	"25-29, Male"	"25-29"	"25-29"	"25-49"	"15+"	"Male"	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	10
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The Crownlands"	"QLTF4vsVGXO"	"The Crownlands"	"QLTF4vsVGXO"	"2 - Scale-Up: Aggressive"	NA	NA	"Red Priests"	"USAID"	80005	"Red Priests"	"aAcv9P7LZiw"	"PP_PREV"	"N"	"DSD"	"Age/Sex"	"Age/Sex"	"fwEHTUwtNsS"	"50+, Male"	"50+"	"50+"	"50+"	"15+"	"Male"	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	20	NA	NA
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The Crownlands"	"QLTF4vsVGXO"	"The Crownlands"	"QLTF4vsVGXO"	"2 - Scale-Up: Aggressive"	NA	NA	"Red Priests"	"USAID"	80005	"Red Priests"	"faUXvDQymMY"	"PP_PREV"	"N"	"DSD"	"Age/Sex"	"Age/Sex"	"BA9uQPTMB1M"	"40-49, Female"	"40-49"	"40-49"	"25-49"	"15+"	"Female"	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The Crownlands"	"QLTF4vsVGXO"	"The Crownlands"	"QLTF4vsVGXO"	"2 - Scale-Up: Aggressive"	NA	NA	"Red Priests"	"USAID"	80005	"Red Priests"	"faUXvDQymMY"	"PP_PREV"	"N"	"DSD"	"Age/Sex"	"Age/Sex"	"lEaLOpGOOer"	"15-19, Female"	"15-19"	"15-19"	"15-19"	"15+"	"Female"	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The Crownlands"	"QLTF4vsVGXO"	"The Crownlands"	"QLTF4vsVGXO"	"2 - Scale-Up: Aggressive"	NA	NA	"Red Priests"	"USAID"	80005	"Red Priests"	"faUXvDQymMY"	"PP_PREV"	"N"	"DSD"	"Age/Sex"	"Age/Sex"	"Abdpfcd0QXq"	"30-34, Male"	"30-34"	"30-34"	"25-49"	"15+"	"Male"	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	10
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The Crownlands"	"QLTF4vsVGXO"	"The Crownlands"	"QLTF4vsVGXO"	"2 - Scale-Up: Aggressive"	NA	NA	"Red Priests"	"USAID"	80005	"Red Priests"	"faUXvDQymMY"	"PP_PREV"	"N"	"DSD"	"Age/Sex"	"Age/Sex"	"SDTXKbFgkdi"	"10-14, Female"	"10-14"	"10-14"	"10-14"	"<15"	"Female"	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The Crownlands"	"QLTF4vsVGXO"	"The Crownlands"	"QLTF4vsVGXO"	"2 - Scale-Up: Aggressive"	NA	NA	"Red Priests"	"USAID"	80005	"Red Priests"	"faUXvDQymMY"	"PP_PREV"	"N"	"DSD"	"Age/Sex"	"Age/Sex"	"tyWQkgSivke"	"30-34, Female"	"30-34"	"30-34"	"25-49"	"15+"	"Female"	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The Crownlands"	"QLTF4vsVGXO"	"The Crownlands"	"QLTF4vsVGXO"	"2 - Scale-Up: Aggressive"	NA	NA	"Red Priests"	"USAID"	80005	"Red Priests"	"faUXvDQymMY"	"PP_PREV"	"N"	"DSD"	"Age/Sex"	"Age/Sex"	"vQ5i1F0cVce"	"35-39, Female"	"35-39"	"35-39"	"25-49"	"15+"	"Female"	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The Crownlands"	"QLTF4vsVGXO"	"The Crownlands"	"QLTF4vsVGXO"	"2 - Scale-Up: Aggressive"	NA	NA	"Red Priests"	"USAID"	80005	"Red Priests"	"ZL7ThaUr1Bv"	"PP_PREV"	"N"	"DSD"	"Status"	"Status"	"huWjGQR8Cqy"	"Newly Tested or Testing Referred"	NA	"Incompatible Age Entered"	NA	NA	"N/A"	NA	"Newly Tested or Testing Referred"	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	30
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The Crownlands"	"QLTF4vsVGXO"	"The Crownlands"	"QLTF4vsVGXO"	"2 - Scale-Up: Aggressive"	NA	NA	"Red Priests"	"USAID"	80005	"Red Priests"	"faUXvDQymMY"	"PP_PREV"	"N"	"DSD"	"Age/Sex"	"Age/Sex"	"jdpFXu3aOsw"	"50+, Male"	"50+"	"50+"	"50+"	"15+"	"Male"	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	10
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The Crownlands"	"QLTF4vsVGXO"	"The Crownlands"	"QLTF4vsVGXO"	"2 - Scale-Up: Aggressive"	NA	NA	"Red Priests"	"USAID"	80005	"Red Priests"	"faUXvDQymMY"	"PP_PREV"	"N"	"DSD"	"Age/Sex"	"Age/Sex"	"rfvwmBxM173"	"15-19, Male"	"15-19"	"15-19"	"15-19"	"15+"	"Male"	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	10
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The Crownlands"	"QLTF4vsVGXO"	"The Crownlands"	"QLTF4vsVGXO"	"2 - Scale-Up: Aggressive"	NA	NA	"Red Priests"	"USAID"	80005	"Red Priests"	"aAcv9P7LZiw"	"PP_PREV"	"N"	"DSD"	"Age/Sex"	"Age/Sex"	"NMio44QoXa2"	"15-19, Female"	"15-19"	"15-19"	"15-19"	"15+"	"Female"	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The Crownlands"	"QLTF4vsVGXO"	"The Crownlands"	"QLTF4vsVGXO"	"2 - Scale-Up: Aggressive"	NA	NA	"Red Priests"	"USAID"	80005	"Red Priests"	"faUXvDQymMY"	"PP_PREV"	"N"	"DSD"	"Age/Sex"	"Age/Sex"	"fD26cCFNoh6"	"25-29, Female"	"25-29"	"25-29"	"25-49"	"15+"	"Female"	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The Crownlands"	"QLTF4vsVGXO"	"The Crownlands"	"QLTF4vsVGXO"	"2 - Scale-Up: Aggressive"	NA	NA	"Red Priests"	"USAID"	80005	"Red Priests"	"aAcv9P7LZiw"	"PP_PREV"	"N"	"DSD"	"Age/Sex"	"Age/Sex"	"PTd25Dw3w1C"	"10-14, Male"	"10-14"	"10-14"	"10-14"	"<15"	"Male"	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The Crownlands"	"QLTF4vsVGXO"	"The Crownlands"	"QLTF4vsVGXO"	"2 - Scale-Up: Aggressive"	NA	NA	"Red Priests"	"USAID"	80005	"Red Priests"	"aAcv9P7LZiw"	"PP_PREV"	"N"	"DSD"	"Age/Sex"	"Age/Sex"	"pmbYMHQPJhO"	"15-19, Male"	"15-19"	"15-19"	"15-19"	"15+"	"Male"	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	10	NA	NA
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The Crownlands"	"QLTF4vsVGXO"	"The Crownlands"	"QLTF4vsVGXO"	"2 - Scale-Up: Aggressive"	NA	NA	"Red Priests"	"USAID"	80005	"Red Priests"	"faUXvDQymMY"	"PP_PREV"	"N"	"DSD"	"Age/Sex"	"Age/Sex"	"VSNjZP2T21I"	"50+, Female"	"50+"	"50+"	"50+"	"15+"	"Female"	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The Crownlands"	"QLTF4vsVGXO"	"The Crownlands"	"QLTF4vsVGXO"	"2 - Scale-Up: Aggressive"	NA	NA	"Red Priests"	"USAID"	80005	"Red Priests"	"aAcv9P7LZiw"	"PP_PREV"	"N"	"DSD"	"Age/Sex"	"Age/Sex"	"iJbM0XmXcy3"	"20-24, Female"	"20-24"	"20-24"	"20-24"	"15+"	"Female"	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The Crownlands"	"QLTF4vsVGXO"	"The Crownlands"	"QLTF4vsVGXO"	"2 - Scale-Up: Aggressive"	NA	NA	"Red Priests"	"USAID"	80005	"Red Priests"	"ZL7ThaUr1Bv"	"PP_PREV"	"N"	"DSD"	"Status"	"Status"	"kXXui7dhd0J"	"Declined Testing Or Testing Referral"	NA	"Incompatible Age Entered"	NA	NA	"N/A"	NA	"Declined Testing Or Testing Referral"	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The Crownlands"	"QLTF4vsVGXO"	"The Crownlands"	"QLTF4vsVGXO"	"2 - Scale-Up: Aggressive"	NA	NA	"Red Priests"	"USAID"	80005	"Red Priests"	"faUXvDQymMY"	"PP_PREV"	"N"	"DSD"	"Age/Sex"	"Age/Sex"	"sOjYcpb51f4"	"10-14, Male"	"10-14"	"10-14"	"10-14"	"<15"	"Male"	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The Crownlands"	"QLTF4vsVGXO"	"The Crownlands"	"QLTF4vsVGXO"	"2 - Scale-Up: Aggressive"	NA	NA	"Red Priests"	"USAID"	80005	"Red Priests"	"aAcv9P7LZiw"	"PP_PREV"	"N"	"DSD"	"Age/Sex"	"Age/Sex"	"MD7ummNwSpv"	"25-49, Female"	"25-49"	"Incompatible Age Entered"	"25-49"	"15+"	"Female"	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The Crownlands"	"QLTF4vsVGXO"	"The Crownlands"	"QLTF4vsVGXO"	"2 - Scale-Up: Aggressive"	NA	NA	"Red Priests"	"USAID"	80005	"Red Priests"	"aAcv9P7LZiw"	"PP_PREV"	"N"	"DSD"	"Age/Sex"	"Age/Sex"	"PUlS4Wg9doJ"	"50+, Female"	"50+"	"50+"	"50+"	"15+"	"Female"	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The Stormlands"	"GldOBEcmuir"	"The Stormlands"	"GldOBEcmuir"	"2 - Scale-Up: Aggressive"	NA	NA	"First Men"	"USAID"	80006	"First Men"	"hhwznVWhbrN"	"OVC_SERV"	"N"	"DSD"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	"N/A"	NA	NA	NA	NA	"N"	3180	NA	NA	NA	NA	NA	NA	NA	NA
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The Stormlands"	"GldOBEcmuir"	"The Stormlands"	"GldOBEcmuir"	"2 - Scale-Up: Aggressive"	NA	NA	"First Men"	"USAID"	80006	"First Men"	"PBQeTvH7ALc"	"OVC_SERV"	"N"	"DSD"	"Age/Sex"	"Age/Sex"	"sc9zQt2HqFo"	"(Male, 18+)"	"18+"	"Incompatible Age Entered"	NA	NA	"Male"	NA	NA	NA	NA	"N"	360	NA	NA	NA	NA	NA	NA	NA	NA
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The Stormlands"	"GldOBEcmuir"	"The Stormlands"	"GldOBEcmuir"	"2 - Scale-Up: Aggressive"	NA	NA	"First Men"	"USAID"	80006	"First Men"	"PBQeTvH7ALc"	"OVC_SERV"	"N"	"DSD"	"Age/Sex"	"Age/Sex"	"wBsP7dIED3Q"	"(Male, <18)"	"<18"	"Incompatible Age Entered"	NA	NA	"Male"	NA	NA	NA	NA	"N"	1160	NA	NA	NA	NA	NA	NA	NA	NA
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The Stormlands"	"GldOBEcmuir"	"The Stormlands"	"GldOBEcmuir"	"2 - Scale-Up: Aggressive"	NA	NA	"First Men"	"USAID"	80006	"First Men"	"PBQeTvH7ALc"	"OVC_SERV"	"N"	"DSD"	"Age/Sex"	"Age/Sex"	"vAX2l0ALCjo"	"(<18, Female)"	"<18"	"Incompatible Age Entered"	NA	NA	"Female"	NA	NA	NA	NA	"N"	1240	NA	NA	NA	NA	NA	NA	NA	NA
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The Stormlands"	"GldOBEcmuir"	"The Stormlands"	"GldOBEcmuir"	"2 - Scale-Up: Aggressive"	NA	NA	"First Men"	"USAID"	80006	"First Men"	"PBQeTvH7ALc"	"OVC_SERV"	"N"	"DSD"	"Age/Sex"	"Age/Sex"	"ZNmTNOyaEgy"	"(18+, Female)"	"18+"	"Incompatible Age Entered"	NA	NA	"Female"	NA	NA	NA	NA	"N"	440	NA	NA	NA	NA	NA	NA	NA	NA
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The Stormlands"	"GldOBEcmuir"	"The Stormlands"	"GldOBEcmuir"	"2 - Scale-Up: Aggressive"	NA	NA	"First Men"	"USAID"	80006	"First Men"	"iSNTanNAk4n"	"OVC_SERV_OVER_18"	"N"	"DSD"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	"N/A"	NA	NA	NA	NA	"N"	790	NA	NA	NA	NA	NA	NA	NA	NA
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The Stormlands"	"GldOBEcmuir"	"The Stormlands"	"GldOBEcmuir"	"2 - Scale-Up: Aggressive"	NA	NA	"First Men"	"USAID"	80006	"First Men"	"CBVAOp3zVMF"	"OVC_SERV_UNDER_18"	"N"	"DSD"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	"N/A"	NA	NA	NA	NA	"N"	2390	NA	NA	NA	NA	NA	NA	NA	NA
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The Reach"	"t2mwv65n10Q"	"The Reach"	"t2mwv65n10Q"	"1 - Scale-Up: Saturation"	NA	NA	"Night's Watch"	"HHS/CDC"	80007	"Night's Watch"	"YpXUnecwj4Z"	"GEND_GBV"	"N"	"DSD"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	"N/A"	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The Reach"	"t2mwv65n10Q"	"The Reach"	"t2mwv65n10Q"	"1 - Scale-Up: Saturation"	NA	NA	"Night's Watch"	"HHS/CDC"	80007	"Night's Watch"	"N4sS65QUOP3"	"GEND_GBV"	"N"	"DSD"	"ViolenceServiceType"	"ViolenceServiceType"	"Cieg8r0FOGJ"	"Sexual Violence (Post-Rape Care)"	NA	"Incompatible Age Entered"	NA	NA	"N/A"	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The Reach"	"t2mwv65n10Q"	"The Reach"	"t2mwv65n10Q"	"1 - Scale-Up: Saturation"	NA	NA	"Night's Watch"	"HHS/CDC"	80007	"Night's Watch"	"N4sS65QUOP3"	"GEND_GBV"	"N"	"DSD"	"ViolenceServiceType"	"ViolenceServiceType"	"rslp7ddiBzy"	"Physical and/or Emotional Violence"	NA	"Incompatible Age Entered"	NA	NA	"N/A"	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The Reach"	"t2mwv65n10Q"	"The Reach"	"t2mwv65n10Q"	"1 - Scale-Up: Saturation"	NA	NA	"Night's Watch"	"HHS/CDC"	80007	"Night's Watch"	"XuW49NlpcLC"	"GEND_GBV"	"N"	"DSD"	"PEP"	"PEP"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	"N/A"	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The Reach"	"t2mwv65n10Q"	"The Reach"	"t2mwv65n10Q"	"1 - Scale-Up: Saturation"	NA	NA	"Night's Watch"	"HHS/CDC"	80007	"Night's Watch"	"qZAq6ABJe2I"	"HTS_TST"	"N"	"TA"	"Inpat/Age/Sex/Result"	"Modality/Age/Sex/Result"	"XpcFo6dVPT4"	"35-39, Female, Positive"	"35-39"	"35-39"	"25-49"	"15+"	"Female"	"Positive"	NA	NA	"Inpat"	"Y"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The Reach"	"t2mwv65n10Q"	"The Reach"	"t2mwv65n10Q"	"1 - Scale-Up: Saturation"	NA	NA	"Night's Watch"	"HHS/CDC"	80007	"Night's Watch"	"RT8zvKCJaXC"	"HTS_TST"	"N"	"TA"	"PMTCT ANC/Age/Sex/Result"	"Modality/Age/Sex/Result"	"swdumJN00xH"	"15-19, Female, Negative"	"15-19"	"15-19"	"15-19"	"15+"	"Female"	"Negative"	NA	NA	"PMTCT ANC"	"Y"	NA	NA	NA	NA	NA	NA	NA	NA	10
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The Reach"	"t2mwv65n10Q"	"The Reach"	"t2mwv65n10Q"	"1 - Scale-Up: Saturation"	NA	NA	"Night's Watch"	"HHS/CDC"	80007	"Night's Watch"	"tALLi0JVRLV"	"HTS_TST"	"N"	"TA"	"STI Clinic/Age/Sex/Result"	"Modality/Age/Sex/Result"	"VP9O0ao9MmZ"	"1-9, Unknown Sex, Positive"	"01-09"	"01-09"	"01-09"	"<15"	"Unknown"	"Positive"	NA	NA	"STI Clinic"	"Y"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The Reach"	"t2mwv65n10Q"	"The Reach"	"t2mwv65n10Q"	"1 - Scale-Up: Saturation"	NA	NA	"Night's Watch"	"HHS/CDC"	80007	"Night's Watch"	"tALLi0JVRLV"	"HTS_TST"	"N"	"TA"	"STI Clinic/Age/Sex/Result"	"Modality/Age/Sex/Result"	"xrbKLtiVPLr"	"35-39, Female, Negative"	"35-39"	"35-39"	"25-49"	"15+"	"Female"	"Negative"	NA	NA	"STI Clinic"	"Y"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The Reach"	"t2mwv65n10Q"	"The Reach"	"t2mwv65n10Q"	"1 - Scale-Up: Saturation"	NA	NA	"Night's Watch"	"HHS/CDC"	80007	"Night's Watch"	"tALLi0JVRLV"	"HTS_TST"	"N"	"TA"	"STI Clinic/Age/Sex/Result"	"Modality/Age/Sex/Result"	"ZAVOIaOudWw"	"20-24, Female, Negative"	"20-24"	"20-24"	"20-24"	"15+"	"Female"	"Negative"	NA	NA	"STI Clinic"	"Y"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The Reach"	"t2mwv65n10Q"	"The Reach"	"t2mwv65n10Q"	"1 - Scale-Up: Saturation"	NA	NA	"Night's Watch"	"HHS/CDC"	80007	"Night's Watch"	"tALLi0JVRLV"	"HTS_TST"	"N"	"TA"	"STI Clinic/Age/Sex/Result"	"Modality/Age/Sex/Result"	"ZhN7dAZVzds"	"Unknown Age, Female, Negative"	"Unknown"	"Unknown"	"Unknown Age"	"Unknown Age"	"Female"	"Negative"	NA	NA	"STI Clinic"	"Y"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The Reach"	"t2mwv65n10Q"	"The Reach"	"t2mwv65n10Q"	"1 - Scale-Up: Saturation"	NA	NA	"Night's Watch"	"HHS/CDC"	80007	"Night's Watch"	"u6lcwDN4mQM"	"HTS_TST"	"N"	"TA"	"VMMC/Age/Sex/Result"	"Modality/Age/Sex/Result"	"jEuKFgraYeT"	"35-39, Male, Positive"	"35-39"	"35-39"	"25-49"	"15+"	"Male"	"Positive"	NA	NA	"VMMC"	"Y"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The Reach"	"t2mwv65n10Q"	"The Reach"	"t2mwv65n10Q"	"1 - Scale-Up: Saturation"	NA	NA	"Night's Watch"	"HHS/CDC"	80007	"Night's Watch"	"u6lcwDN4mQM"	"HTS_TST"	"N"	"TA"	"VMMC/Age/Sex/Result"	"Modality/Age/Sex/Result"	"NzPMuOoqaeo"	"50+, Male, Positive"	"50+"	"50+"	"50+"	"15+"	"Male"	"Positive"	NA	NA	"VMMC"	"Y"	NA	NA	NA	NA	NA	NA	NA	NA	NA
